num_trabajador,nombre_horario,descripcion_horario,lunes_entrada_1,lunes_salida_1,lunes_entrada_2,lunes_salida_2,martes_entrada_1,martes_salida_1,martes_entrada_2,martes_salida_2,miercoles_entrada_1,miercoles_salida_1,miercoles_entrada_2,miercoles_salida_2,jueves_entrada_1,jueves_salida_1,jueves_entrada_2,jueves_salida_2,viernes_entrada_1,viernes_salida_1,viernes_entrada_2,viernes_salida_2,sabado_entrada_1,sabado_salida_1,sabado_entrada_2,sabado_salida_2,domingo_entrada_1,domingo_salida_1,domingo_entrada_2,domingo_salida_2,fecha_inicio_asignacion,fecha_fin_asignacion,semestre
1,LMXJV 10-15 y 17-20,Lunes a Viernes 10:00-15:00 y 17:00-20:00,10:00,15:00,17:00,20:00,10:00,15:00,17:00,20:00,10:00,15:00,17:00,20:00,10:00,15:00,17:00,20:00,10:00,15:00,17:00,20:00,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
27,LM 09-17 | X 08-16 | J 10-18 | V 11-19,"Lunes a Martes 09:00-17:00, Miércoles 08:00-16:00, Jueves 10:00-18:00, Viernes 11:00-19:00",9:00,17:00,,,9:00,17:00,,,8:00,16:00,,,10:00,18:00,,,11:00,19:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
37,LMXJV 09-17,Lunes a Viernes 09:00-17:00,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
57,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
68,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
73,LMXJV 13-21,Lunes a Viernes 13:00-21:00,13:00,21:00,,,13:00,21:00,,,13:00,21:00,,,13:00,21:00,,,13:00,21:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
78,LMXJV 09-14 y 16-19,Lunes a Viernes 09:00-14:00 y 16:00-19:00,9:00,14:00,16:00,19:00,9:00,14:00,16:00,19:00,9:00,14:00,16:00,19:00,9:00,14:00,16:00,19:00,9:00,14:00,16:00,19:00,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
89,LMJV 09-17 | X 08-16,"Lunes, Martes, Jueves y Viernes 09:00-17:00, Miércoles 08:00-16:00",9:00,17:00,,,9:00,17:00,,,8:00,16:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
121,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
130,LMX 11-19 | JV 10-18,"Lunes a Miércoles 11:00-19:00, Jueves a Viernes 10:00-18:00",11:00,19:00,,,11:00,19:00,,,11:00,19:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
144,LMXJV 09-17,Lunes a Viernes 09:00-17:00,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
179,LMXJV 09-16,Lunes a Viernes 09:00-16:00,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
205,LMXJ 09-15 y 17-19 | V 09-17,"Lunes a Jueves 09:00-15:00 y 17:00-19:00, Viernes 09:00-17:00",9:00,15:00,17:00,19:00,9:00,15:00,17:00,19:00,9:00,15:00,17:00,19:00,9:00,15:00,17:00,19:00,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
288,LMXJV 09-17,Lunes a Viernes 09:00-17:00,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
302,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
307,LMXJV 09-17,Lunes a Viernes 09:00-17:00,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
322,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
348,LMXJ 09-13 y 14-18 | V 09-17,"Lunes a Jueves 09:00-13:00 y 14:00-18:00, Viernes 09:00-17:00",9:00,13:00,14:00,18:00,9:00,13:00,14:00,18:00,9:00,13:00,14:00,18:00,9:00,13:00,14:00,18:00,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
367,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
392,LMXJ 09-19 | V 09-17,"Lunes a Jueves 09:00-19:00, Viernes 09:00-17:00",9:00,19:00,,,9:00,19:00,,,9:00,19:00,,,9:00,19:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
116,LXJV 10-17 | M 10-18,"Lunes, Miércoles, Jueves y Viernes 10:00-17:00, Martes 10:00-18:00",10:00,17:00,,,10:00,18:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
48,LXJV 09-16 | M 09-17,"Lunes, Miércoles, Jueves y Viernes 09:00-16:00, Martes 09:00-17:00",9:00,16:00,,,9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
65,LMXJ 09-17 | V 09-16,"Lunes a Jueves 09:00-17:00, Viernes 09:00-16:00",9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
81,LXJV 09-16 | M 09-17,"Lunes, Miércoles, Jueves y Viernes 09:00-16:00, Martes 09:00-17:00",9:00,16:00,,,9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
134,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
145,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
374,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
103,LMXJV 09-17,Lunes a Viernes 09:00-17:00,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
50,LMJV 09-16 | X 09-17,"Lunes, Martes, Jueves y Viernes 09:00-16:00, Miércoles 09:00-17:00",9:00,16:00,,,9:00,16:00,,,9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
157,LXV 08-15 | M 09-17 | J 09-16,"Lunes, Miércoles y Viernes 08:00-15:00, Martes 09:00-17:00, Jueves 09:00-16:00",8:00,15:00,,,9:00,17:00,,,8:00,15:00,,,9:00,16:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
194,LX 09-16 | MV 08-15 | J 09-17,"Lunes y Miércoles 09:00-16:00, Martes y Viernes 08:00-15:00, Jueves 09:00-17:00",9:00,16:00,,,8:00,15:00,,,9:00,16:00,,,9:00,17:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
266,LMXV 09-16 | J 09-17,"Lunes, Martes, Miércoles y Viernes 09:00-16:00, Jueves 09:00-17:00",9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,17:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
304,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
423,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
38,L 09-17 | M 09-16 | XJV 08-15,"Lunes 09:00-17:00, Martes 09:00-16:00, Miércoles a Viernes 08:00-15:00",9:00,17:00,,,9:00,16:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
97,L 07-15 | MXJV 07-14,"Lunes 07:00-15:00, Martes a Viernes 07:00-14:00",7:00,15:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
328,LM 09-16 | X 08-16 | JV 08-15,"Lunes a Martes 09:00-16:00, Miércoles 08:00-16:00, Jueves a Viernes 08:00-15:00",9:00,16:00,,,9:00,16:00,,,8:00,16:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
36,L 09-17 | MJ 09-16 | X 08-15 | V 11-18,"Lunes 09:00-17:00, Martes y Jueves 09:00-16:00, Miércoles 08:00-15:00, Viernes 11:00-18:00",9:00,17:00,,,9:00,16:00,,,8:00,15:00,,,9:00,16:00,,,11:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
51,L 10-14 y 15-19 | MXJV 10-14 y 15-18,"Lunes 10:00-14:00 y 15:00-19:00, Martes a Viernes 10:00-14:00 y 15:00-18:00",10:00,14:00,15:00,19:00,10:00,14:00,15:00,18:00,10:00,14:00,15:00,18:00,10:00,14:00,15:00,18:00,10:00,14:00,15:00,18:00,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
147,LMXJ 09-16 | V 09-17,"Lunes a Jueves 09:00-16:00, Viernes 09:00-17:00",9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
159,L 10-18 | MXJV 09-16,"Lunes 10:00-18:00, Martes a Viernes 09:00-16:00",10:00,18:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
212,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
232,L 09-17 | MJV 09-16 | X 11-18,"Lunes 09:00-17:00, Martes, Jueves y Viernes 09:00-16:00, Miércoles 11:00-18:00",9:00,17:00,,,9:00,16:00,,,11:00,18:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
377,LXJV 09-16 | M 10-18,"Lunes, Miércoles, Jueves y Viernes 09:00-16:00, Martes 10:00-18:00",9:00,16:00,,,10:00,18:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
427,L 07-15 | MXJV 07-14,"Lunes 07:00-15:00, Martes a Viernes 07:00-14:00",7:00,15:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
247,LMXJ 08-15 | V 09-17,"Lunes a Jueves 08:00-15:00, Viernes 09:00-17:00",8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
25,L 07-15 | MXJV 07-14,"Lunes 07:00-15:00, Martes a Viernes 07:00-14:00",7:00,15:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
32,L 09-17 | MXJV 08-15,"Lunes 09:00-17:00, Martes a Viernes 08:00-15:00",9:00,17:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
52,L 07-15 | MXJV 07-14,"Lunes 07:00-15:00, Martes a Viernes 07:00-14:00",7:00,15:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
53,L 09-17 | MXJV 07-14,"Lunes 09:00-17:00, Martes a Viernes 07:00-14:00",9:00,17:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
60,L 09-17 | MXJV 07-14,"Lunes 09:00-17:00, Martes a Viernes 07:00-14:00",9:00,17:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
72,L 06-14 | MXJV 06-13,"Lunes 06:00-14:00, Martes a Viernes 06:00-13:00",6:00,14:00,,,6:00,13:00,,,6:00,13:00,,,6:00,13:00,,,6:00,13:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
77,L 07-15 | MXJV 07-14,"Lunes 07:00-15:00, Martes a Viernes 07:00-14:00",7:00,15:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
80,L 06-14 | MXJV 06-13,"Lunes 06:00-14:00, Martes a Viernes 06:00-13:00",6:00,14:00,,,6:00,13:00,,,6:00,13:00,,,6:00,13:00,,,6:00,13:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
84,L 07-15 | MXJV 07-14,"Lunes 07:00-15:00, Martes a Viernes 07:00-14:00",7:00,15:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
113,L 09-17 | MXJV 08-15,"Lunes 09:00-17:00, Martes a Viernes 08:00-15:00",9:00,17:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
115,LMJ 08-15 | X 09-16 | V 09-17,"Lunes, Martes y Jueves 08:00-15:00, Miércoles 09:00-16:00, Viernes 09:00-17:00",8:00,15:00,,,8:00,15:00,,,9:00,16:00,,,8:00,15:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
160,L 07-15 | MXJV 07-14,"Lunes 07:00-15:00, Martes a Viernes 07:00-14:00",7:00,15:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,7:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
161,L 08-16 | MXJV 08-15,"Lunes 08:00-16:00, Martes a Viernes 08:00-15:00",8:00,16:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
174,L 09-16 | M 09-17 | XJV 08-15,"Lunes 09:00-16:00, Martes 09:00-17:00, Miércoles a Viernes 08:00-15:00",9:00,16:00,,,9:00,17:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
181,L 06-14 | MXJV 06-13,"Lunes 06:00-14:00, Martes a Viernes 06:00-13:00",6:00,14:00,,,6:00,13:00,,,6:00,13:00,,,6:00,13:00,,,6:00,13:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
189,L 06-14 | MXJ 06-13 | V 05-12,"Lunes 06:00-14:00, Martes a Jueves 06:00-13:00, Viernes 05:00-12:00",6:00,14:00,,,6:00,13:00,,,6:00,13:00,,,6:00,13:00,,,5:00,12:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
204,L 10-18 | M 09-16 | XJV 08-15,"Lunes 10:00-18:00, Martes 09:00-16:00, Miércoles a Viernes 08:00-15:00",10:00,18:00,,,9:00,16:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
213,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
240,L 13-21 | MXJV 14-21,"Lunes 13:00-21:00, Martes a Viernes 14:00-21:00",13:00,21:00,,,14:00,21:00,,,14:00,21:00,,,14:00,21:00,,,14:00,21:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
320,L 06-14 | M 06-13 | X 20-03 | J 10-17 | V 00-07,"Lunes 06:00-14:00, Martes 06:00-13:00, Miércoles 20:00-03:00, Jueves 10:00-17:00, Viernes 00:00-07:00",6:00,14:00,,,6:00,13:00,,,20:00,3:00,,,10:00,17:00,,,0:00,7:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
321,L 08-16 | M 08-15 | XJV 09-16,"Lunes 08:00-16:00, Martes 08:00-15:00, Miércoles a Viernes 09:00-16:00",8:00,16:00,,,8:00,15:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
401,L 08-16 | MXJV 08-15,"Lunes 08:00-16:00, Martes a Viernes 08:00-15:00",8:00,16:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
312,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
417,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
95,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
132,L 09-17 | MXJ 10-17 | V 09-16,"Lunes 09:00-17:00, Martes a Jueves 10:00-17:00, Viernes 09:00-16:00",9:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
201,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
