num_trabajador,nombre_horario,descripcion_horario,lunes_entrada_1,lunes_salida_1,lunes_entrada_2,lunes_salida_2,martes_entrada_1,martes_salida_1,martes_entrada_2,martes_salida_2,miercoles_entrada_1,miercoles_salida_1,miercoles_entrada_2,miercoles_salida_2,jueves_entrada_1,jueves_salida_1,jueves_entrada_2,jueves_salida_2,viernes_entrada_1,viernes_salida_1,viernes_entrada_2,viernes_salida_2,sabado_entrada_1,sabado_salida_1,sabado_entrada_2,sabado_salida_2,domingo_entrada_1,domingo_salida_1,domingo_entrada_2,domingo_salida_2,fecha_inicio_asignacion,fecha_fin_asignacion,semestre
55,L 09-15 | J 16-18,"Lunes 09:00-15:00, Jueves 16:00-18:00",9:00,15:00,,,,,,,,,,,16:00,18:00,,,,,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
381,LMXJ 09-16 | V 09-17,"Lunes a Jueves 09:00-16:00, Viernes 09:00-17:00",9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
389,LMJV 16-20 | X 08-11,"Lunes, Martes, Jueves y Viernes 16:00-20:00, Miércoles 08:00-11:00",16:00,20:00,,,16:00,20:00,,,8:00,11:00,,,16:00,20:00,,,16:00,20:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
86,LXJV 09-16 | M 10-18,"Lunes, Miércoles, Jueves y Viernes 09:00-16:00, Martes 10:00-18:00",9:00,16:00,,,10:00,18:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
148,LMXV 09-16 | J 10-18,"Lunes, Martes, Miércoles y Viernes 09:00-16:00, Jueves 10:00-18:00",9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,10:00,18:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
234,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
127,LMJV 09-16 | X 10-18,"Lunes, Martes, Jueves y Viernes 09:00-16:00, Miércoles 10:00-18:00",9:00,16:00,,,9:00,16:00,,,10:00,18:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
290,L 10-18 | MXJV 09-16,"Lunes 10:00-18:00, Martes a Viernes 09:00-16:00",10:00,18:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
231,L 10-18 | MXJ 11-18 | V 10-17,"Lunes 10:00-18:00, Martes a Jueves 11:00-18:00, Viernes 10:00-17:00",10:00,18:00,,,11:00,18:00,,,11:00,18:00,,,11:00,18:00,,,10:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
28,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
214,L 10-18 | MXJV 10-17,"Lunes 10:00-18:00, Martes a Viernes 10:00-17:00",10:00,18:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
267,L 10-18 | MXJV 09-16,"Lunes 10:00-18:00, Martes a Viernes 09:00-16:00",10:00,18:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
195,L 09-17 | MX 09-16 | JV 08-15,"Lunes 09:00-17:00, Martes a Miércoles 09:00-16:00, Jueves a Viernes 08:00-15:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
44,LMXJ 09-16 | V 09-17,"Lunes a Jueves 09:00-16:00, Viernes 09:00-17:00",9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
372,L 09-17 | MXJ 09-16 | V 08-15,"Lunes 09:00-17:00, Martes a Jueves 09:00-16:00, Viernes 08:00-15:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
340,LXJ 09-16 | M 09-17 | V 08-15,"Lunes, Miércoles y Jueves 09:00-16:00, Martes 09:00-17:00, Viernes 08:00-15:00",9:00,16:00,,,9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
13,L 09-17 | M 10-17 | XJV 09-16,"Lunes 09:00-17:00, Martes 10:00-17:00, Miércoles a Viernes 09:00-16:00",9:00,17:00,,,10:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
85,L 11-19 | MXJ 10-17 | V 08-15,"Lunes 11:00-19:00, Martes a Jueves 10:00-17:00, Viernes 08:00-15:00",11:00,19:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
149,LM 10-14,Lunes a Martes 10:00-14:00,10:00,14:00,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
246,L 09-17 | MXJ 09-16 | V 08-15,"Lunes 09:00-17:00, Martes a Jueves 09:00-16:00, Viernes 08:00-15:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
227,LX 09-16 | MV 08-15 | J 09-17,"Lunes y Miércoles 09:00-16:00, Martes y Viernes 08:00-15:00, Jueves 09:00-17:00",9:00,16:00,,,8:00,15:00,,,9:00,16:00,,,9:00,17:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
225,LV 09-16 | MJ 08-15 | X 09-17,"Lunes y Viernes 09:00-16:00, Martes y Jueves 08:00-15:00, Miércoles 09:00-17:00",9:00,16:00,,,8:00,15:00,,,9:00,17:00,,,8:00,15:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
135,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
271,L 09-17 | MXJ 09-16 | V 08-15,"Lunes 09:00-17:00, Martes a Jueves 09:00-16:00, Viernes 08:00-15:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
31,LMXV 08-13 y 15-17 | J 08-13 y 15-18,"Lunes, Martes, Miércoles y Viernes 08:00-13:00 y 15:00-17:00, Jueves 08:00-13:00 y 15:00-18:00",8:00,13:00,15:00,17:00,8:00,13:00,15:00,17:00,8:00,13:00,15:00,17:00,8:00,13:00,15:00,18:00,8:00,13:00,15:00,17:00,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
74,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
12,L 10-18 | MXJV 10-17,"Lunes 10:00-18:00, Martes a Viernes 10:00-17:00",10:00,18:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
47,LMXJV 08-16,Lunes a Viernes 08:00-16:00,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
102,LXJV 09-16 | M 09-17,"Lunes, Miércoles, Jueves y Viernes 09:00-16:00, Martes 09:00-17:00",9:00,16:00,,,9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
126,L 12-20 | MXJV 12-19,"Lunes 12:00-20:00, Martes a Viernes 12:00-19:00",12:00,20:00,,,12:00,19:00,,,12:00,19:00,,,12:00,19:00,,,12:00,19:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
185,L 09-16 | M 08-15 | X 08-16 | J 09-17 | V 09-15,"Lunes 09:00-16:00, Martes 08:00-15:00, Miércoles 08:00-16:00, Jueves 09:00-17:00, Viernes 09:00-15:00",9:00,16:00,,,8:00,15:00,,,8:00,16:00,,,9:00,17:00,,,9:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
283,LMXJ 09-16 | V 09-17,"Lunes a Jueves 09:00-16:00, Viernes 09:00-17:00",9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
21,L 08-16 | MXJV 08-15,"Lunes 08:00-16:00, Martes a Viernes 08:00-15:00",8:00,16:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
339,L 09-17 | MXJV 08-15,"Lunes 09:00-17:00, Martes a Viernes 08:00-15:00",9:00,17:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
209,L 09-17 | MXJ 08-12 y 14-17 | V 09-16,"Lunes 09:00-17:00, Martes a Jueves 08:00-12:00 y 14:00-17:00, Viernes 09:00-16:00",9:00,17:00,,,8:00,12:00,14:00,17:00,8:00,12:00,14:00,17:00,8:00,12:00,14:00,17:00,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
151,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
198,L 09-17 | MJ 08-15 | X 09-16 | V 08-17,"Lunes 09:00-17:00, Martes y Jueves 08:00-15:00, Miércoles 09:00-16:00, Viernes 08:00-17:00",9:00,17:00,,,8:00,15:00,,,9:00,16:00,,,8:00,15:00,,,8:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
90,L 09-15 | M 10-17 | X 10-12 | J 10-11 | V 10-13,"Lunes 09:00-15:00, Martes 10:00-17:00, Miércoles 10:00-12:00, Jueves 10:00-11:00, Viernes 10:00-13:00",9:00,15:00,,,10:00,17:00,,,10:00,12:00,,,10:00,11:00,,,10:00,13:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
380,L 10-18 | MX 09-16 | JV 10-17,"Lunes 10:00-18:00, Martes a Miércoles 09:00-16:00, Jueves a Viernes 10:00-17:00",10:00,18:00,,,9:00,16:00,,,9:00,16:00,,,10:00,17:00,,,10:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
202,L 09-17 | MXJV 09-16,"Lunes 09:00-17:00, Martes a Viernes 09:00-16:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
196,L 10-18 | MXJV 10-17,"Lunes 10:00-18:00, Martes a Viernes 10:00-17:00",10:00,18:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
327,LMJV 09-16 | X 09-17,"Lunes, Martes, Jueves y Viernes 09:00-16:00, Miércoles 09:00-17:00",9:00,16:00,,,9:00,16:00,,,9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
343,LXJV 10-18 | M 11-19,"Lunes, Miércoles, Jueves y Viernes 10:00-18:00, Martes 11:00-19:00",10:00,18:00,,,11:00,19:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
373,LV 09-17 | MX 08-16 | J 08-17,"Lunes y Viernes 09:00-17:00, Martes a Miércoles 08:00-16:00, Jueves 08:00-17:00",9:00,17:00,,,8:00,16:00,,,8:00,16:00,,,8:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
22,L 09-17 | MX 08-16 | J 08-14,"Lunes 09:00-17:00, Martes a Miércoles 08:00-16:00, Jueves 08:00-14:00",9:00,17:00,,,8:00,16:00,,,8:00,16:00,,,8:00,14:00,,,,,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
325,LXJ 10-17 | M 10-18 | V 09-16,"Lunes, Miércoles y Jueves 10:00-17:00, Martes 10:00-18:00, Viernes 09:00-16:00",10:00,17:00,,,10:00,18:00,,,10:00,17:00,,,10:00,17:00,,,9:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
422,LMXJ 14-18,Lunes a Jueves 14:00-18:00,14:00,18:00,,,14:00,18:00,,,14:00,18:00,,,14:00,18:00,,,,,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
3,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
29,L 17-21 | MXJV 17-20,"Lunes 17:00-21:00, Martes a Viernes 17:00-20:00",17:00,21:00,,,17:00,20:00,,,17:00,20:00,,,17:00,20:00,,,17:00,20:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
41,LMXJV 09-17,Lunes a Viernes 09:00-17:00,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
42,LV 16-17 | M 17-19 | XJ 16-18,"Lunes y Viernes 16:00-17:00, Martes 17:00-19:00, Miércoles a Jueves 16:00-18:00",16:00,17:00,,,17:00,19:00,,,16:00,18:00,,,16:00,18:00,,,16:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
43,LMXJV 08-16,Lunes a Viernes 08:00-16:00,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
64,LM 16-18 | X 16-17,"Lunes a Martes 16:00-18:00, Miércoles 16:00-17:00",16:00,18:00,,,16:00,18:00,,,16:00,17:00,,,,,,,,,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
66,LMXJ 18-19,Lunes a Jueves 18:00-19:00,18:00,19:00,,,18:00,19:00,,,18:00,19:00,,,18:00,19:00,,,,,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
140,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
238,LMXJV 14-22,Lunes a Viernes 14:00-22:00,14:00,22:00,,,14:00,22:00,,,14:00,22:00,,,14:00,22:00,,,14:00,22:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
248,LMXJV 09-17,Lunes a Viernes 09:00-17:00,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
249,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
291,L 08-16 | MXJ 07-15 | V 09-17,"Lunes 08:00-16:00, Martes a Jueves 07:00-15:00, Viernes 09:00-17:00",8:00,16:00,,,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
293,LMXV 10-18 | J 10-None,"Lunes, Martes, Miércoles y Viernes 10:00-18:00, Jueves 10:00-None",10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,#REF!,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
299,LMXJV 08-16,Lunes a Viernes 08:00-16:00,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
300,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
319,L 09-17 | MXJ 09-16 | V 08-15,"Lunes 09:00-17:00, Martes a Jueves 09:00-16:00, Viernes 08:00-15:00",9:00,17:00,,,9:00,16:00,,,9:00,16:00,,,9:00,16:00,,,8:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
337,LMXJV 08-16,Lunes a Viernes 08:00-16:00,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
351,LMXJV 08-16,Lunes a Viernes 08:00-16:00,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
391,LMXJ 16-20 | V 17-20,"Lunes a Jueves 16:00-20:00, Viernes 17:00-20:00",16:00,20:00,,,16:00,20:00,,,16:00,20:00,,,16:00,20:00,,,17:00,20:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
424,LV 13-16 | MJ 13-15 | X 16-20,"Lunes y Viernes 13:00-16:00, Martes y Jueves 13:00-15:00, Miércoles 16:00-20:00",13:00,16:00,,,13:00,15:00,,,16:00,20:00,,,13:00,15:00,,,13:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
10,LMXJ 11-15 | V 11-14,"Lunes a Jueves 11:00-15:00, Viernes 11:00-14:00",11:00,15:00,,,11:00,15:00,,,11:00,15:00,,,11:00,15:00,,,11:00,14:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
386,LMXJ 12-16,Lunes a Jueves 12:00-16:00,12:00,16:00,,,12:00,16:00,,,12:00,16:00,,,12:00,16:00,,,,,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
91,LMXJV 07-15,Lunes a Viernes 07:00-15:00,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
131,LMXJV 07-15,Lunes a Viernes 07:00-15:00,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
164,LMXJ 17-19,Lunes a Jueves 17:00-19:00,17:00,19:00,,,17:00,19:00,,,17:00,19:00,,,17:00,19:00,,,,,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
190,LMXJV 09-17,Lunes a Viernes 09:00-17:00,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
252,LMX 10-18 | JV 09-17,"Lunes a Miércoles 10:00-18:00, Jueves a Viernes 09:00-17:00",10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,9:00,17:00,,,9:00,17:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
255,LMXJV 07-15,Lunes a Viernes 07:00-15:00,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,7:00,15:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
257,LMXJV 08-16,Lunes a Viernes 08:00-16:00,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,8:00,16:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
264,LMXJV 10-18,Lunes a Viernes 10:00-18:00,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,10:00,18:00,,,,,,,,,,,25/08/25,19/12/25,AGOSTO_DICIEMBRE_2025
